Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor_Anuncio,Valor_m2,apenas_rua,rua,cep,latitude,longitude,Point,setor_censo,Cod_setor,Cod_Grandes Regiï¿½es,Nome_Grande_Regiao,Cod_UF,Nome_da_UF ,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012
Rua Araberi,Brooklin Paulista,São Paulo,166,3,3,2,1200000.0,7228.915662650603,rua araberi,rua araberi,4570040.0,-23.5994872,-46.6885469,POINT (-46.6885469 -23.5994872),355030835000017.0,355030835000017.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030835.0,ITAIM BIBI,35503083500.0,ITAIM BIBI,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,160.0,500.0,3.13,2.17,2034.44,7276338.99,2465.98,7759274.21,1674.6,4803048.62,2163.6,5148537.1
,Paineiras do Morumbi,São Paulo,850,4,6,10,8500000.0,10000.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jardim Leonor,São Paulo,612,4,4,3,5000000.0,8169.934640522876,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jardim Leonor,São Paulo,421,3,6,4,6300000.0,14964.37054631829,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Morumbi,São Paulo,716,4,5,6,5300000.0,7402.234636871508,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jardim Leonor,São Paulo,1000,6,9,10,22000000.0,22000.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alto de Pinheiros,São Paulo,555,5,10,5,6200000.0,11171.17117117117,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua Professor Alfredo Ashcar, 206 ",Jardim Leonor,São Paulo,300,4,4,3,1160000.0,3866.6666666666665,rua professor alfredo ashcar,rua professor alfredo ashcar,5621010.0,-23.5992264,-46.488221,POINT (-46.488221 -23.5992264),355030873000060.0,355030873000060.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030873.0,Sï¿½O MATEUS,35503087300.0,Sï¿½O MATEUS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,219.0,726.0,3.32,2.68,1316.27,1497694.57,1575.21,1383816.39,790.72,1011282.69,1317.86,990717.5
Rua Conselheiro Torres Homem,Jardim Paulista,São Paulo,1000,4,8,8,15000000.0,15000.0,rua conselheiro torres homem,rua conselheiro torres homem,1432010.0,-23.576256,-46.6673992,POINT (-46.6673992 -23.576256),355030845000046.0,355030845000046.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030845.0,JARDIM PAULISTA,35503084500.0,JARDIM PAULISTA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,174.0,470.0,2.7,2.28,11833.68,226539625.7,12555.24,231322749.02,7313.68,126672504.16,9282.75,142545227.12
,Alto de Pinheiros,São Paulo,282,4,4,4,4300000.0,15248.22695035461,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chácara Monte Alegre,São Paulo,758,3,5,4,4800000.0,6332.453825857519,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avenida Professor Frederico Herman Júnior,Alto de Pinheiros,São Paulo,256,3,4,4,4800000.0,18750.0,avenida professor frederico herman júnior,avenida professor frederico herman júnior,5459010.0,-23.5615356,-46.7003536,POINT (-46.7003536 -23.5615356),355030862000154.0,355030862000154.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030862.0,PINHEIROS,35503086200.0,PINHEIROS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,142.0,455.0,3.2,2.08,11244.51,165830447.63,11740.59,167333261.87,6793.47,116789900.93,9018.1,135036854.32
,Cidade Jardim,São Paulo,670,4,5,8,3000000.0,4477.611940298508,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Colonização,Vila Madalena,São Paulo,160,1,3,2,2000000.0,12500.0,rua colonização,rua colonização,5443090.0,-23.5540541,-46.6952864,POINT (-46.6952864 -23.5540541),355030862000078.0,355030862000078.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030862.0,PINHEIROS,35503086200.0,PINHEIROS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,127.0,326.0,2.57,2.07,1681.89,6492709.1,3095.65,7589730.82,1070.84,4093832.65,2610.17,5975496.14
Rua Flávio Queirós Morais,Pacaembu,São Paulo,369,3,5,3,2750000.0,7452.574525745257,rua flávio queirós morais,rua flávio queirós morais,1249030.0,-23.5496621,-46.6726529,POINT (-46.6726529 -23.5496621),355030826000041.0,355030826000041.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030826.0,CONSOLAï¿½ï¿½O,35503082600.0,CONSOLAï¿½ï¿½O,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,150.0,476.0,3.17,1.82,7823.49,57503276.6,8264.25,57097486.2,3951.22,34958879.8,5815.25,40630162.55
Rua Barra Mansa,Jardim Franca,São Paulo,121,2,2,2,555000.0,4586.7768595041325,rua barra mansa,rua barra mansa,15807341.0,-21.1318555,-48.977473,POINT (-48.977473 -21.1318555),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jardim Paulistano,São Paulo,200,1,3,2,5000000.0,25000.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lapa de Baixo,São Paulo,132,2,2,2,691489.0,5238.55303030303,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua Santo Irineu, 3100 ",Bosque da Saúde,São Paulo,205,4,5,3,1400000.0,6829.268292682927,rua santo irineu,rua santo irineu,4127120.0,-23.604795517326224,-46.62760850244672,POINT (-46.62760850244672 -23.604795517326224),355030877000138.0,355030877000138.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030877.0,SAï¿½DE,35503087700.0,SAï¿½DE,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,171.0,451.0,2.64,1.8,2103.33,6792941.18,2290.89,6970133.82,1253.66,4065484.73,1902.26,4938042.62
"Rua Carlo Fontana, 106 ",Jardim Tietê,São Paulo,200,6,7,2,430000.0,2150.0,rua carlo fontana,rua carlo fontana,3944010.0,-23.6031351,-46.4906833,POINT (-46.4906833 -23.6031351),355030873000056.0,355030873000056.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030873.0,Sï¿½O MATEUS,35503087300.0,Sï¿½O MATEUS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,196.0,693.0,3.54,2.87,988.84,362087.28,1053.33,317530.5,654.97,417899.95,971.0,312412.39
Rua Santo Eufredo,Jardim Guedala,São Paulo,780,4,7,20,5400000.0,6923.076923076923,rua santo eufredo,rua santo eufredo,5611070.0,-23.5871122,-46.7100292,POINT (-46.7100292 -23.5871122),355030854000007.0,355030854000007.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030854.0,MORUMBI,35503085400.0,MORUMBI,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,99.0,329.0,3.32,2.57,11740.12,146755472.35,12633.39,146635312.9,6203.44,120517159.54,9399.15,152727458.42
,Jardim Paulista,São Paulo,440,4,4,2,3195000.0,7261.363636363636,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Iramaia,Jardim Europa,São Paulo,250,3,3,3,2500000.0,10000.0,rua iramaia,rua iramaia,9433120.0,-23.6718362,-46.3836606,POINT (-46.3836606 -23.6718362),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jardim Guedala,São Paulo,685,4,7,10,4050000.0,5912.408759124088,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sumaré,São Paulo,253,3,4,4,4255000.0,16818.18181818182,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Theodor Herzi,Perdizes,São Paulo,305,4,6,5,1990000.0,6524.5901639344265,rua theodor herzi,rua theodor herzi,5014020.0,-23.5441941,-46.6759177,POINT (-46.6759177 -23.5441941),355030860000033.0,355030860000033.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030860.0,PERDIZES,35503086000.0,PERDIZES,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,215.0,473.0,2.2,1.24,5084.74,21141085.8,5606.26,20381777.15,4003.52,20659371.24,5167.74,20650684.18
Rua Honduras,Jardim Paulista,São Paulo,185,3,5,4,4350000.0,23513.51351351352,rua honduras,rua honduras,13465772.0,-22.7494346,-47.3422985,POINT (-47.3422985 -22.7494346),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Montezuma,Jardim das Bandeiras,São Paulo,305,4,5,4,4800000.0,15737.704918032789,rua montezuma,rua montezuma,5436080.0,-23.5520027,-46.6831776,POINT (-46.6831776 -23.5520027),355030862000157.0,355030862000157.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030862.0,PINHEIROS,35503086200.0,PINHEIROS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,118.0,336.0,2.85,2.76,4621.53,42655148.08,6197.05,47488025.65,2864.25,25064882.82,4537.43,32149908.76
Rua Engenheiro Guimarães Valadão,Cidade Jardim,São Paulo,430,4,6,2,3800000.0,8837.209302325582,rua engenheiro guimarães valadão,rua engenheiro guimarães valadão,5671010.0,-23.5880264,-46.6946052,POINT (-46.6946052 -23.5880264),355030854000009.0,355030854000009.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030854.0,MORUMBI,35503085400.0,MORUMBI,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,84.0,237.0,2.82,1.47,5162.62,28240896.67,6023.06,27758556.73,2850.88,24539044.13,4488.62,31332943.97
Praça Renzo Pagliari,Cidade Jardim,São Paulo,1005,3,3,12,14900000.0,14825.870646766169,praça renzo pagliari,praça renzo pagliari,5675120.0,-23.5978947,-46.7025695,POINT (-46.7025695 -23.5978947),355030854000130.0,355030854000130.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030854.0,MORUMBI,35503085400.0,MORUMBI,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,72.0,202.0,2.81,2.81,30635.97,839016438.48,30635.97,839016438.48,14391.5,532816435.38,19086.6,617631151.19
Rua Américo Brasiliense,Chácara Santo Antônio (Zona Sul),São Paulo,375,3,6,3,2750000.0,7333.333333333333,rua américo brasiliense,rua américo brasiliense,16071005.0,-21.2072632,-50.4630062,POINT (-50.4630062 -21.2072632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Monte Carmelo,Mirandópolis,São Paulo,155,3,1,7,1500000.0,9677.41935483871,rua monte carmelo,rua monte carmelo,8726030.0,-23.5610949,-46.1806504,POINT (-46.1806504 -23.5610949),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Morumbi,São Paulo,496,5,4,8,3650000.0,7358.870967741936,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Leonardo Jones Júnior,Barra Funda,São Paulo,125,3,3,2,848000.0,6784.0,rua leonardo jones júnior,rua leonardo jones júnior,1138040.0,-23.5235687,-46.6559813,POINT (-46.6559813 -23.5235687),355030869000039.0,355030869000039.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030869.0,SANTA CECï¿½LIA,35503086900.0,SANTA CECï¿½LIA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,117.0,379.0,3.24,2.72,1728.27,2359557.8,1872.3,2285851.82,1106.79,1818010.81,1513.64,1870681.87
,Alto de Pinheiros,São Paulo,425,4,6,4,5200000.0,12235.29411764706,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Banibás,Alto de Pinheiros,São Paulo,255,3,5,4,3200000.0,12549.019607843138,rua banibás,rua banibás,5460010.0,-23.5551534,-46.7096179,POINT (-46.7096179 -23.5551534),355030802000015.0,355030802000015.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030802.0,ALTO DE PINHEIROS,35503080200.0,ALTO DE PINHEIROS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,127.0,428.0,3.37,2.5,7746.63,106807111.6,9025.89,112954925.4,3779.11,50715395.65,5962.27,67061716.25
,Cidade Jardim,São Paulo,600,4,6,7,2660000.0,4433.333333333333,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jardim Everest,São Paulo,496,3,5,6,3750000.0,7560.483870967741,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua Peaçaba, 242 ",Vila Monumento,São Paulo,165,4,5,2,650000.0,3939.39393939394,rua peaçaba,rua peaçaba,4264070.0,-23.5841714,-46.6133948,POINT (-46.6133948 -23.5841714),355030834000042.0,355030834000042.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030834.0,IPIRANGA,35503083400.0,IPIRANGA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,327.0,884.0,2.7,2.12,2787.76,6923626.54,2921.79,6864705.83,1854.69,5326615.63,2375.71,5585568.09
Praça Nicolau Scarpa,Jardim América,São Paulo,1200,4,4,25,65000000.0,54166.66666666666,praça nicolau scarpa,praça nicolau scarpa,1427020.0,-23.5703262,-46.664714,POINT (-46.664714 -23.5703262),355030845000025.0,355030845000025.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030845.0,JARDIM PAULISTA,35503084500.0,JARDIM PAULISTA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,116.0,414.0,3.57,3.01,13131.61,508165993.72,14507.3,541764826.89,7934.91,364776324.15,10168.24,445001716.57
Rua Iraci,Jardim Paulistano,São Paulo,375,4,3,4,3600000.0,9600.0,rua iraci,rua iraci,11660155.0,-23.6188944,-45.4122061,POINT (-45.4122061 -23.6188944),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Ipacaraí,Pompeia,São Paulo,180,3,4,2,1380000.0,7666.666666666667,rua ipacaraí,rua ipacaraí,5011020.0,-23.5370543,-46.6805807,POINT (-46.6805807 -23.5370543),355030860000010.0,355030860000010.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030860.0,PERDIZES,35503086000.0,PERDIZES,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,186.0,488.0,2.62,1.59,3404.8,13360504.46,4008.18,13309405.33,2488.66,10311960.24,3560.81,10938752.05
"Rua Theo Dutra, 85 ",Jardim Colombo,São Paulo,280,4,6,4,1650000.0,5892.857142857143,rua theo dutra,rua theo dutra,5628000.0,-23.5987221,-46.7305031,POINT (-46.7305031 -23.5987221),355030894000088.0,355030894000088.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030894.0,VILA Sï¿½NIA,35503089400.0,VILA Sï¿½NIA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,197.0,651.0,3.3,1.45,7404.37,109845732.89,8948.83,118993263.45,4777.86,64122433.91,7489.62,80249767.5
,Cidade Jardim,São Paulo,450,5,4,11,4800000.0,10666.666666666666,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Laerte Assunção,Jardim Paulistano,São Paulo,450,4,4,4,6990000.0,15533.333333333334,rua laerte assunção,rua laerte assunção,1444040.0,-23.5710271,-46.6834824,POINT (-46.6834824 -23.5710271),355030862000161.0,355030862000161.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030862.0,PINHEIROS,35503086200.0,PINHEIROS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,102.0,285.0,2.79,1.67,8299.02,123706743.58,11439.19,134742843.17,4447.3,64566242.89,7240.43,85018294.6
Avenida Professor Fonseca Rodrigues,Alto de Pinheiros,São Paulo,660,4,2,14,13000000.0,19696.969696969696,avenida professor fonseca rodrigues,avenida professor fonseca rodrigues,5461010.0,-23.5486066,-46.714834,POINT (-46.714834 -23.5486066),355030802000016.0,355030802000016.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030802.0,ALTO DE PINHEIROS,35503080200.0,ALTO DE PINHEIROS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,109.0,367.0,3.37,2.36,12502.68,180769281.13,13627.92,181713260.52,5879.01,92270692.94,8384.42,110664067.05
,Alto de Pinheiros,São Paulo,500,3,5,6,4500000.0,9000.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Grécia,Jardim Europa,São Paulo,400,4,2,6,5700000.0,14250.0,rua grécia,rua grécia,13471721.0,-22.728491,-47.3436515,POINT (-47.3436515 -22.728491),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua João Batista Leme da Silva,Vila Madalena,São Paulo,150,3,2,2,1280000.0,8533.333333333334,rua joão batista leme da silva,rua joão batista leme da silva,5449030.0,-23.544809,-46.7023131,POINT (-46.7023131 -23.544809),355030802000010.0,355030802000010.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030802.0,ALTO DE PINHEIROS,35503080200.0,ALTO DE PINHEIROS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,256.0,750.0,2.93,2.05,5275.82,37108189.91,5604.19,37579532.78,3254.92,24000150.83,4310.58,27239774.12
Rua Engenheiro Janot Pacheco,Vila Progredior,São Paulo,530,4,4,6,2000000.0,3773.5849056603774,rua engenheiro janot pacheco,rua engenheiro janot pacheco,5617100.0,-23.594031,-46.7170698,POINT (-46.7170698 -23.594031),355030854000017.0,355030854000017.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030854.0,MORUMBI,35503085400.0,MORUMBI,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,106.0,368.0,3.47,2.02,10690.47,95863644.54,10896.06,95463249.36,5138.18,56954318.03,7531.31,65496612.35
,Alto de Pinheiros,São Paulo,279,5,5,5,4500000.0,16129.032258064515,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Morumbi,São Paulo,407,4,6,4,1800000.0,4422.604422604422,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Prudente Correia,Jardim Europa,São Paulo,364,4,3,3,12000000.0,32967.03296703297,rua prudente correia,rua prudente correia,1450030.0,-23.577505,-46.686513,POINT (-46.686513 -23.577505),355030862000167.0,355030862000167.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030862.0,PINHEIROS,35503086200.0,PINHEIROS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,125.0,316.0,2.53,2.28,6629.68,67930232.15,8816.06,71091082.19,4636.52,56710757.72,7428.67,70195016.01
Rua Diana,Perdizes,São Paulo,220,4,3,1,1000000.0,4545.454545454545,rua diana,rua diana,7840160.0,-23.331941,-46.7533482,POINT (-46.7533482 -23.331941),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jardim Guedala,São Paulo,900,6,6,10,5800000.0,6444.444444444444,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alto de Pinheiros,São Paulo,280,3,3,5,3500000.0,12500.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Benedito Chaves,Jardim Paulistano,São Paulo,500,3,5,6,8200000.0,16400.0,rua benedito chaves,rua benedito chaves,1445030.0,-23.5734,-46.6896,POINT (-46.6896 -23.5734),355030862000102.0,355030862000102.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030862.0,PINHEIROS,35503086200.0,PINHEIROS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,105.0,316.0,3.01,2.66,6815.14,176681067.53,11358.57,243929015.67,2831.19,72653952.51,8110.99,166161790.83
Travessa Roberto Douglas Machado,Jardim Paulistano,São Paulo,125,3,2,1,2500000.0,20000.0,travessa roberto douglas machado,travessa roberto douglas machado,1451040.0,-23.5840627,-46.68256,POINT (-46.68256 -23.5840627),355030835000078.0,355030835000078.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030835.0,ITAIM BIBI,35503083500.0,ITAIM BIBI,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,214.0,438.0,2.05,1.27,4261.55,27254559.01,5921.89,28045990.27,3541.34,21507024.72,5179.68,22976037.29
Rua Sampaio Vidal,Jardim Paulistano,São Paulo,237,3,3,4,3200000.0,13502.10970464135,rua sampaio vidal,rua sampaio vidal,13070090.0,-22.8853157,-47.0821077,POINT (-47.0821077 -22.8853157),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua dos Tamanás,Vila Madalena,São Paulo,300,3,6,4,3500000.0,11666.666666666666,rua dos tamanás,rua dos tamanás,5444010.0,-23.5587209,-46.6952556,POINT (-46.6952556 -23.5587209),355030862000022.0,355030862000022.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030862.0,PINHEIROS,35503086200.0,PINHEIROS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,164.0,566.0,3.45,2.16,4797.07,58824398.74,9594.15,71783007.29,3164.64,31831580.31,6063.71,43453498.5
